userId;numCores;diskSpace;memory;swap;distroVersion;kernel;class;cpu;country;architecture;distribution
460656;2;9095710;4015;1048;14.04.4 LTS, Trusty Tahr;3.13.0;server;AMD Athlon(tm) Dual Core Processor 5050e;Finland;x86_64;Ubuntu
440923;1;11220;1048;131;14.04.3 LTS, Trusty Tahr;2.6.32;server;AMD Opteron(tm) Processor 6386 SE;Poland;x86_64;Ubuntu
437618;4;472902;5064;4000;14.0;3.2.45;server;AMD FX(tm)-8120 Eight-Core Processor;United States;x86_64;Slackware
437618;2;2371843;2043;4832;14.1;3.10.17;server;AMD FX(tm)-8120 Eight-Core Processor;United States;x86_64;Slackware
589164;\N;30110;1024;0;7.0;3.10.0;server;Xeon E5-2650;Germany;x86_64;CentOS
543520;4;\N;\N;\N;\N;4.1.5;server;Athlon;Ukraine;x86_64;Arch
589104;4;\N;8000;\N;14.04;3.13.0;server;q6600;Australia;x86_64;Ubuntu
589104;4;2495261;8174;8384;14.04.3 LTS, Trusty Tahr;3.16.0;server;q6600;Australia;x86_64;Ubuntu
551181;1;1961090;445;102;8 (jessie);4.1.15;server;ARMv6-compatible processor rev 7 (v6l);Switzerland;arm;Raspbian GNU/Linux
498860;8;3164350;32808;\N;\N;3.14.48;server;i7-4770K;Germany;x86_64;Gentoo Linux
498860;4;6248616;7870;\N;\N;3.14.48;server;i5-4570T;United Kingdom;x86_64;Gentoo Linux
498860;1;5000;493;\N;\N;3.14.48;server;QEMU Virtual CPU version (cpu64-rhel6);Netherlands;amd64;Gentoo Linux
498860;1;1000;117;\N;\N;3.15.10;server;QEMU Virtual CPU version (cpu64-rhel6);Sweden;amd64;Gentoo Linux
589179;\N;1000000;4000;\N;\N;3.2.60;server;AMD E-350D APU with Radeon(tm) HD Graphics;Sweden;amd64;Debian
399883;1;488161;382;102;7 (wheezy);3.12.35;server;ARMv6-compatible processor rev 7 (v6l);Sweden;arm;Raspbian GNU/Linux
586566;4;\N;\N;\N;8;3.19.0;server;Intel Xeon 2.8Ghz;France;x86_64;Debian
589296;8;110490;16176;4787;8 (jessie);3.16.0;server;Xeon E3-1245;Germany;x86_64;Debian
515113;2;259824;1026;2097;7 (wheezy);3.2.0;server;Common KVM processor;Germany;x86_64;Debian
515113;1;7861;508;385;7 (wheezy);3.2.0;server;Common KVM processor;Germany;x86_64;Debian
515113;4;8251;3525;4194;7 (wheezy);3.2.0;server;Common KVM processor;Germany;x86_64;Debian
306349;4;500000;8000;\N;8 (stretch);4.0.1;server;Intel Core i7;United Kingdom;x86_64;Debian
497902;2;19466;1017;1048;14.04.4 LTS, Trusty Tahr;3.13.0;server;QEMU Virtual CPU version (cpu64-rhel6);United States;x86_64;Ubuntu
238212;1;10321;248;262;7 (wheezy);3.2.0;server;AMD Athlon(tm) II Neo N36L Dual-Core Processor;Chile;x86_64;Debian
424632;2;8267369;4015;0;14.04.4 LTS, Trusty Tahr;3.13.0;server;AMD Turion(tm) II Neo N54L Dual-Core Processor;France;x86_64;Ubuntu
225081;1;25803;499;1048;12.04.5 LTS, Precise Pan;3.2.0;server;x64;Brazil;x86_64;Ubuntu
225081;4;39218;2048;2025;14.04.4 LTS, Trusty Tahr;4.2.0;server;x64;Brazil;x86_64;Ubuntu
225081;1;9218;501;976;14.04.3 LTS, Trusty Tahr;3.13.0;server;x64;Brazil;x86_64;Ubuntu
382406;4;48061;2072;0;\N;3.2.34;server;ARM7;Italy;arm;Gentoo Linux
201722;2;2;\N;\N;6.7;2.6.32;server;AMD;Czech Republic;x86_64;CentOS
266110;4;541989;753;102;8 (jessie);4.1.17;server;ARMv7 Processor rev 5 (v7l);Germany;arm;Raspbian GNU/Linux
380959;2;962983;2053;4000;\N;3.7.9;server;Intel(R) Pentium(R) D CPU 2.80GHz;Latvia;x86_64;Gentoo Linux
340840;1;230746;508;0;12.04.5 LTS, Precise Pan;2.6.32;server;AMD Athlon(tm) Processor;Poland;i686;Ubuntu
364386;4;0;4194;0;CentOS release 5.10 (Fin;2.6.32;server;Intel(R) Xeon(R) CPU X3330;Bangladesh;i686;CentOS
424149;1;149436;1549;4194;8 (jessie);4.3.0;server;AMD Sempron(tm) Processor 3100;Poland;i686;Debian
351765;4;701334;3922;4063;6.7;2.6.32;server;Intel(R) Xeon(TM) CPU 3.60GHz;Poland;x86_64;CentOS
374704;1;469365;2074;2048;7 (wheezy);3.2.0;server;Intel(R) Pentium(R) 4 CPU 2.26GHz;Norway;i686;Debian
433498;2;5784435;7955;4194;8 (jessie);3.16.0;server;AMD A4-5000 APU with Radeon(TM) HD Graphics;France;x86_64;Debian
433498;4;8726859;4060;9755;7 (wheezy);3.2.0;server;Core 2 quad Q6600;France;x86_64;Debian
555161;4;3412679;3846;0;\N;4.3.0;server;Core i3;France;x86_64;Debian
368285;1;38206;317;0;8 (jessie);3.16.0;server;Pentium II (Klamath);Poland;i686;Debian
157436;3;741692;5968;3554;12.04.5 LTS, Precise Pan;3.2.0;server;virtualmachine;Canada;x86_64;Ubuntu
590516;8;19223232388;12304;12581;14.04.4 LTS, Trusty Tahr;3.13.0;server;Xeon E5450 3Ghz;Italy;x86_64;Ubuntu
590547;2;19986;2049;524;14.04.4 LTS, Trusty Tahr;3.13.0;server;QEMU Virtual CPU version 2.0.0;Netherlands;x86_64;Ubuntu
590547;2;19994;1017;522;14.04.4 LTS, Trusty Tahr;3.16.0;server;Common KVM processor;Netherlands;x86_64;Ubuntu
590547;2;3997638;1492;1531;14.04.4 LTS, Trusty Tahr;3.13.0;server;AMD A4-3400 APU with Radeon(tm) HD Graphics;Netherlands;x86_64;Ubuntu
231277;4;472524;4018;7918;testing;4.3.0;server;Quad-Core AMD Opteron(tm) Processor 1385;Germany;x86_64;Debian
266795;8;229552;16368;16710;15.04 (Vivid Vervet);3.19.0;server;Xeon E3;United States;x86_64;Ubuntu
244800;4;2091328;3088;8393;Base;3.10.32;server;Dual Core AMD Opteron(tm) Processor 275;United States;x86_64;Gentoo Linux
244800;4;74978;1032;1004;\N;4.1.15;server;Intel(R) Xeon(TM) CPU 2.80GHz;United States;i686;Gentoo Linux
244800;16;3969796;16429;67108;\N;4.1.12;server;Intel(R) Xeon(R) CPU E5520;United States;x86_64;Gentoo Linux
244800;8;201372;3368;8008;\N;4.1.12;server;Intel(R) Xeon(R) CPU E5405;United States;i686;Gentoo Linux
562673;2;19967;3981;7811;14.04.3 LTS, Trusty Tahr;3.13.0;server;Intel(R) Pentium(R) D CPU 3.00GHz;Italy;x86_64;Ubuntu
590744;4;110533;8185;4789;8 (jessie);3.16.0;server;I5 760;France;x86_64;Debian
590967;2;100000;4194;0;7 (wheezy);2.6.32;server;Quad-Core AMD Opteron(tm) Processor 2352;Germany;x86_64;Debian
340872;1;239920;4050;1492;\N;4.1.15;server;KVM;Germany;x86_64;Gentoo Linux
272482;1;15276;380;1048;8 (jessie);4.1.13;server;ARMv6-compatible processor rev 7 (v6l);Germany;arm;Raspbian GNU/Linux
546773;4;\N;\N;\N;Jessie 8.2;2.6.32;server;Xeon L5520;India;x86_64;Debian
130712;6;929706;15932;31248;8 (jessie);3.16.0;server;AMD FX(tm)-6300 Six-Core Processor;United Kingdom;x86_64;Debian
313088;2;215851;1031;1951;8 (jessie);3.16.0;server;VMware Virtual Processor;Italy;i686;Debian
313088;1;36300;770;1951;sid;4.2.0;server;Intel(R) Pentium(R) 4 CPU 1.80GHz;Italy;i686;Debian
591710;2;31854;2058;1048;8 (jessie);3.16.0;server;Common KVM processor;Netherlands;x86_64;Debian
591710;6;31508;2058;1400;8 (jessie);3.16.0;server;Common KVM processor;Netherlands;x86_64;Debian
591710;1;15659;506;724;8 (jessie);3.16.0;server;Common KVM processor;Netherlands;x86_64;Debian
591710;2;15659;1024;724;8 (jessie);3.16.0;server;Common KVM processor;Netherlands;x86_64;Debian
591710;2;31508;1024;1400;8 (jessie);3.16.0;server;Common KVM processor;Netherlands;x86_64;Debian
591710;2;2147483;2058;1400;8 (jessie);3.16.0;server;Common KVM processor;Netherlands;x86_64;Debian
591710;1;31854;506;1048;8 (jessie);3.16.0;server;Common KVM processor;Netherlands;x86_64;Debian
591767;8;1920381;32847;2097;\N;4.1.12;server;Intel Xeon E3-1245 V2;France;x86_64;Gentoo Linux
592009;1;72154;1030;2064;SME Server 9.1;2.6.32;server;Intel(R) Celeron(TM) CPU 1200MHz;France;i686;SME server
154681;8;1167728;16377;33554;14.0;3.2.45;server;Intel(R) Xeon(R) CPU E3-1270 V2;United States;x86_64;Slackware
154681;8;1153546;4010;7812;14.0;3.2.45;server;Intel(R) Xeon(R) CPU E3-1270 V2;United States;x86_64;Slackware
154681;4;470436;3072;8388;14.0;3.2.78;server;Intel(R) Xeon(R) CPU 5110;United States;x86_64;Slackware
224140;1;124029;493;102;7 (wheezy);4.1.13;server;ARMv6-compatible processor rev 7 (v6l);Germany;arm;Raspbian GNU/Linux
296547;4;953397;948;102;8 (jessie);4.1.13;server;ARMv7 Processor rev 5 (v7l);France;arm;Raspbian GNU/Linux
546002;2;196728;8175;2097;15.10 (Wily Werewolf);4.2.0;server;Xeon;Germany;x86_64;Ubuntu
102336;4;71642;1938;4095;6.7;2.6.32;server;Intel(R) Xeon(TM) CPU 3.06GHz;Brazil;i686;CentOS
179112;1;230650;990;9715;8 (jessie);3.16.0;server;AMD Athlon(tm) 64 Processor 3200;Germany;x86_64;Debian
148059;4;953606;16433;7812;8 (jessie);4.3.0;server;AMD Phenom(tm) II X4 970 Processor;United States;x86_64;Debian
174816;1;10186;1024;0;8 (jessie);3.16.0;server;QEMU Virtual CPU version 2.1.2;Germany;x86_64;Debian
474043;1;20608;501;0;14.04.3 LTS, Trusty Tahr;3.13.0;server;Common KVM processor;Australia;x86_64;Ubuntu
550844;16;1233667;33017;35455;5.0.8;2.6.26;server;Intel(R) Xeon(TM) CPU 3.00GHz;Italy;x86_64;Debian
550844;8;1285161;33013;9764;6.0.6;2.6.32;server;Intel Xeon X5450;Italy;x86_64;Debian
193988;1;15256;477;102;8 (jessie);4.1.17;server;ARMv6-compatible processor rev 7 (v6l);Germany;arm;Raspbian GNU/Linux
193988;1;976516;477;102;8 (jessie);4.1.17;server;ARMv6-compatible processor rev 7 (v6l);Germany;arm;Raspbian GNU/Linux
490845;1;998689;507;544;12.04.5 LTS, Precise Pan;3.2.0;server;Intel(R) Pentium(R) 4 CPU 1.70GHz;France;i686;Ubuntu
593309;1;122877;445;909;8 (jessie);4.1.15;server;ARMv6-compatible processor rev 7 (v6l);Germany;arm;Raspbian GNU/Linux
593428;2;1877413;7698;\N;\N;4.1.12;server;Intel(R) Celeron(R) CPU 1.80GHz;Russian Federation;x86_64;Gentoo Linux
384543;2;959171;990;2028;8 (jessie);3.16.0;server;Intel Atom 230;Ukraine;x86_64;Debian
460471;1;1432162;2008;4095;7 (wheezy);3.2.0;server;VIA C7-D Processor 1500MHz;Spain;i686;Debian
594077;\N;2000000;2000;8000000;jessie;3.16.0;server;;Austria;amd64;Debian
53296;4;45821;883;1048;8 (jessie);4.1.17;server;ARMv7 Processor rev 5 (v7l);Poland;arm;Raspbian GNU/Linux
189578;1;20642;508;2097;7 (wheezy);3.2.0;server;Xeon E5;Netherlands;x86_64;Debian
307609;4;468307;6105;12337;8 (jessie);3.16.0;server;i5-2400;Belgium;i686;Debian
416358;1;20511;501;0;14.04.4 LTS, Trusty Tahr;3.13.0;server;Xeon;Germany;x86_64;Ubuntu
271196;4;2834242;16499;16775;14.04.4 LTS, Trusty Tahr;3.13.0;server;Quad-Core AMD Opteron(tm) Processor 1385;United States;x86_64;Ubuntu
561864;4;96529;2047;8273;7 (Core);3.10.0;server;Virtual CPU;United States;x86_64;CentOS
530367;\N;\N;\N;\N;\N;4.3.3;server;Intel Xeon X3470;United States;x86_64;Arch
578104;2;\N;\N;\N;21;2.38.13;server;Xeon 3430;United States;x86_64;Fedora
555029;1;15038;445;909;8 (jessie);4.1.18;server;ARMv6-compatible processor rev 7 (v6l);France;arm;Raspbian GNU/Linux
594643;1;\N;\N;\N;14.1;3.10.17;server;AMD Duron;Bulgaria;i386;Slackware
594643;12;\N;\N;\N;7;3.10.0;server;Intel;Bulgaria;x86_64;CentOS
449266;1;6077;445;909;8 (jessie);4.1.16;server;ARMv6-compatible processor rev 7 (v6l);Italy;arm;Raspbian GNU/Linux
331726;1;7593;445;102;8 (jessie);4.1.13;server;ARMv6-compatible processor rev 7 (v6l);Netherlands;arm;Raspbian GNU/Linux
346303;16;118938;32945;4063;14.04.4 LTS, Trusty Tahr;3.13.0;server;AMD Opteron(tm) Processor 6134;United States;x86_64;Ubuntu
346303;8;2147483;24679;8265;15.10 (Wily Werewolf);4.2.0;server;Intel(R) Xeon(R) CPU E5504;United States;x86_64;Ubuntu
595058;2;150000;1000;2040;5.11;2.6.18;server;Atom D510 1.66 GHz;Italy;x86_64;CentOS
595058;2;300000;4000;8385;7.4;3.2.0;server;Intel Xeon E5620;Italy;x86_64;Debian
595058;2;250000;2000;3906;6.0.9;2.6.38;server;Pentium E5700;Italy;x86_64;Debian
595058;1;100000;1000;1036;11.10;3.0.0;server;atom N450;Italy;i686;Ubuntu
595058;1;34000;1000;1583;11.10;3.0.0;server;Atom N270;Italy;i686;Ubuntu
595058;1;229000;1015;1036;11.10;3.0.0;server;atom N450;Italy;i686;Ubuntu
588371;1;30437;445;102;8 (jessie);4.1.13;server;ARMv6-compatible processor rev 7 (v6l);Germany;arm;Raspbian GNU/Linux
595125;\N;9388441;8192;\N;\N;4.3.3;server;AMD A8;Germany;x86_64;Arch
587337;4;724586;1026;102;7 (wheezy);3.4.39;server;ARM v7;Poland;arm;Raspbian GNU/Linux
358136;1;20444;1030;0;CentOS release 6.7 (Fina;2.6.32;server;VMware Virtual Processor;Taiwan;i686;CentOS
358136;1;20444;1030;0;CentOS release 6.6 (Fina;2.6.32;server;VMware Virtual Processor;Taiwan;i686;CentOS
595388;4;3439879;4050;7812;7 (wheezy);3.2.0;server;Intel Q9450;Brazil;x86_64;Debian
595388;2;1816991;8169;9765;7 (wheezy);3.2.0;server;Intel(R) Pentium(R) CPU G2120;Brazil;x86_64;Debian
557867;4;1;8;\N;8;4.3.0;server;Intel Core i5;Brazil;amd64;Debian
595058;4;250000;4000;8321;7.5;3.2.0;server;Xeon E3-1230v2;Italy;x86_64;Debian
596573;8;60516;2038;102;8 (jessie);3.10.92;server;ARMv7 Processor rev 3 (v7l);United Kingdom;arm;Debian
597137;4;\N;3;\N;7;3.2.0;server;Intel(R) Xeon(TM);Croatia;i686;Debian
597137;2;\N;\N;\N;8;3.16.0;server;AMD Athlon(tm) Dual Core Processor 5000B;Croatia;x86_64;Debian
553968;1;5496;3092;1572;8 (jessie);3.16.0;server;QEMU Virtual CPU version 1.1.2;Austria;x86_64;Debian
187034;2;957563;3607;0;14.04.3 LTS, Trusty Tahr;3.19.0;server;AMD E1-1200 APU with Radeon(tm) HD Graphics;United Kingdom;x86_64;Ubuntu
424632;2;9480;4015;0;14.04.4 LTS, Trusty Tahr;3.13.0;server;AMD Turion(tm) II Neo N54L Dual-Core Processor;France;x86_64;Ubuntu
590008;8;985079;6102;6283;42.1;4.1.15;server;Intel i7-920;Spain;x86_64;openSUSE
81272;2;2147483;2016;4882;8 (jessie);3.16.0;server;Celeron 2.4;France;x86_64;Debian
97514;2;2877685;8055;16781;14.04.4 LTS, Trusty Tahr;3.13.0;server;Intel Celeron 847;Greece;x86_64;Ubuntu
333716;1;15000;768;\N;\N;4.1.17;server;KVM;United States;x86_64;Arch
373832;2;\N;\N;\N;7 (wheezy);3.2.0;server;Pentium III (Coppermine);Germany;i686;Debian
406246;4;\N;\N;\N;Debian 8.3;3.16.7;server;Xeon E3-1245;Canada;x86_64;Debian
370545;4;389130;4047;7810;14.04.4 LTS, Trusty Tahr;3.13.0;server;Intel(R) Core(TM)2 Quad CPU Q9500;Russian Federation;x86_64;Ubuntu
150621;2;4089108;7801;8388;6.6;2.6.32;server/workstation;AMD Athlon(tm) 64 X2 Dual Core Processor 5000;United States;x86_64;CentOS
349994;2;1419069;4142;5381;7 (wheezy);3.16.0;server/workstation;AMD Athlon(tm) II X2 265 Processor;United States;i686;Debian
95201;2;1397352;3752;67107;7 (Core);3.10.0;server/workstation;Pentium(R) Dual-Core CPU E5200;Romania;x86_64;CentOS
95201;2;654700;3837;67108;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G620;Romania;x86_64;CentOS
95201;2;241412;3837;67108;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G620;Romania;x86_64;CentOS
95201;2;174111;3814;67108;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G630;Romania;x86_64;CentOS
95201;2;149510;1011;4194;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) Dual CPU E2160;Romania;x86_64;CentOS
95201;2;174205;3814;67108;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G645;Romania;x86_64;CentOS
95201;2;174111;3837;67108;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G620;Romania;x86_64;CentOS
95201;2;472133;1014;8388;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) 4 CPU 2.80GHz;Bulgaria;i686;CentOS
95201;2;59444;2073;16779;5.11;2.6.18;server/workstation;Intel(R) Pentium(R) 4 CPU 3.20GHz;Romania;i686;CentOS
95201;2;419089;3807;62508;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G3220;Romania;x86_64;CentOS
95201;2;421066;3770;67109;7 (Core);3.10.0;server/workstation;Intel(R) Core(TM)2 Duo CPU E8400;Romania;x86_64;CentOS
310956;2;150000;3850;0;22;4.1.8;server/workstation;Intel Core 2 Duo;Poland;i686;Fedora
95201;2;722002;3837;67108;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G620;Romania;x86_64;CentOS
95201;2;245338;3792;67108;7 (Core);3.10.0;server/workstation;Intel(R) Pentium(R) CPU G620;Romania;x86_64;CentOS
95201;1;35823;513;2096;5.11;2.6.18;server/workstation;Intel(R) Celeron(R) CPU 2.00GHz;Romania;i686;CentOS
95201;2;274440;3837;33554;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) CPU G620;Romania;x86_64;CentOS
95201;2;87582;1019;67108;6.7;2.6.32;server/workstation;Intel(R) Pentium(R) Dual CPU E2160;Romania;x86_64;CentOS
32250;24;2047632;132166;33554;6.6;2.6.32;server/workstation;Intel Xeon E5410;France;x86_64;Red Hat Enterprise
545349;4;1415960;6117;3145;2.1;4.4.4;server/workstation;AMD Phenom(tm) II X4 945 Processor;Netherlands;x86_64;Gentoo Linux
545908;2;987967;1019;1951;\N;4.3.3;server/workstation;Intel(R) Pentium(R) 4 CPU 2.80GHz;Estonia;i686;Arch
90209;4;480590;16317;4194;15.10 (Wily Werewolf);4.2.0;server/workstation;Dual Core AMD Opteron(tm) Processor 275;Sweden;x86_64;Ubuntu
545349;1;147823;3010;4096;2.2;3.15.1;server/workstation;AMD Athlon(tm) 64 Processor 3500;Netherlands;x86_64;Gentoo Linux
168527;2;595161;4047;0;7.1.1503;3.10.0;server/workstation;AMD Turion(tm) II Neo N40L Dual-Core Processor;Ireland;x86_64;CentOS
527838;4;1934378;12034;8388;14.04.4 LTS, Trusty Tahr;3.13.0;server/workstation;i3 - Dual Core - 3.06Ghz H/T;France;x86_64;Ubuntu
130712;8;4890415;32915;25165;8 (jessie);3.16.0;server/workstation;AMD Phenom(tm) II X6 1090T Processor;United Kingdom;x86_64;Debian
587303;2;783958;2063;4095;14.04.4 LTS, Trusty Tahr;3.13.0;server/workstation;E5400;France;i686;Ubuntu
587632;4;1171217;16056;2053;13.1;3.11.10;server/workstation;AMD Phenom II X4 905e Processor;Germany;x86_64;openSUSE
32395;2;\N;\N;\N;14.1 x64;3.10.17;server/workstation;INTEL Core 2 Duo E6550;United Kingdom;i686;Slackware
587750;2;11488527;1790;3818;22 (Twenty Two);4.0.7;server/workstation;AMD Athlon(tm) 64 X2 Dual Core Processor 5000;United States;x86_64;Fedora
258923;2;111250;3918;4060;14.04.3 LTS, Trusty Tahr;3.16.0;server/workstation;AMD Turion(tm) II Neo N54L Dual-Core Processor;Namibia;x86_64;Ubuntu
90483;1;171869;511;1048;\N;3.16.0;server/workstation;AMD Athlon(tm) 64 Processor 3000;Netherlands;i686;Debian
165454;1;30778;445;102;7 (wheezy);3.18.11;server/workstation;ARMv6-compatible processor rev 7 (v6l);Spain;arm;Raspbian GNU/Linux
488962;4;1079949;16434;4092;5;3.19.8;server/workstation;Xeon E5450 3Ghz;Russian Federation;x86_64;Mageia
330155;2;500000;4096;8196;Current;3.18.11;server/workstation;core duo E8400;Italy;x86_64;Slackware
438722;2;1676145;3917;6029;17 (Beefy Miracle);3.9.10;server/workstation;Intel (R) Core *TM)2 Duo;Canada;x86_64;Fedora
438722;1;7734292;2047;2097;23 (Server Edition);4.3.3;server/workstation;Intel (R) Core *TM)2 Duo;Canada;x86_64;Fedora
407040;8;\N;\N;\N;\N;4.0.6;server/workstation;i7 3770k;United States;x86_64;Arch
394681;4;3952246;16376;8384;8 (jessie);3.16.0;server/workstation;Intel Core i3 4150;France;x86_64;Debian
502793;2;1884098;3880;3932;23 (Twenty Three);4.3.4;server/workstation;Intel Core2 Duo E8400;United States;x86_64;Fedora
537403;16;\N;\N;\N;8;3.16;server/workstation;Xeon 2.8GHz;Bulgaria;amd64;Debian
127140;4;4834380;16397;17432;\N;4.1.6;server/workstation;Inte Core i5-2500;United States;x86_64;Gentoo Linux
532957;2;74442;3342;1921;stretch/sid;4.2.0;server/workstation;Intel(R) Pentium(R) 4 CPU 3.40GHz;Canada;x86_64;Debian
590743;8;12815834;16359;4194;\N;4.0.5;server/workstation;Intel Core I7-4770K;France;x86_64;Gentoo Linux
590744;8;3788417;16307;4194;\N;4.0.5;server/workstation;i7;France;x86_64;Gentoo Linux
590744;4;168673;8145;4194;\N;4.0.5;server/workstation;i3 3220;France;x86_64;Gentoo Linux
340872;4;47223;6102;10485;\N;4.1.15;server/workstation;q6600;Germany;x86_64;Gentoo Linux
284923;2;615664;3980;2093;17.2;3.13.0;server/workstation;Intel Core2Duo E6400;United States;x86_64;Linux Mint
591601;\N;\N;\N;\N;\N;4.2.3;server/workstation;Atom N270;Russian Federation;i686;Debian
157482;8;2894312;8085;12582;15.10 (Wily Werewolf);4.2.0;server/workstation;Intel (R) core (Tm) i7-4700MQ cpu;Canada;x86_64;Ubuntu
131751;6;1063991;7659;7864;15.10 (Wily Werewolf);4.2.0;server/workstation;AMD Phenom(tm) II X6 1100T Processor;Germany;x86_64;Ubuntu
595388;4;1442297;8168;0;7 (wheezy);3.2.0;server/workstation;Intel Core i5 2400 CPU;Brazil;x86_64;Debian
2419;8;501893;12280;1048;3.2;4.4.3;server/workstation;Core i7;United States;x86_64;CRUX
163968;4;25707;1855;0;4.4.3;3.4.0;smartphone;ARMv7 Processor rev 0 (v7l);United States;arm;Android
163968;0;14632;343;0;4.1.2;3.0.31;smartphone;ARMv7 Processor rev 2 (v7l);United States;arm;Android
482011;2;16384;768;16;4.1.1;3.4.0;smartphone;ARM Cortex-A5;France;arm;Android
180580;1;2048;288;0;2.3.7;2.6.29;smartphone;Qualcomm MSM7200A;Netherlands;unknown;Android
263977;0;4298808;486032;131068;4.1.2;3.4.0;smartphone;ARMv7 Processor rev 10 (v7l);Brazil;arm;Android
163229;1;16512;405;0;2.3.3;2.6.37;smartphone;1 GHz Scorpion processor, Adreno 200 GPU, Qualcomm QSD8250 Snapd;Switzerland;unknown;Android
458142;1;4096;512;0;Gingerbread;2.6.35;smartphone;ARMv7 Processor rev 1 (v7l);United States;arm;Android
275430;1;44843;240;768;testing/unstable;2.6.28;smartphone;ARMv7 Processor rev 3 (v7l);Netherlands;arm;Maemo
301202;1;8192;576;0;Android 2.2;2.6.32;smartphone;1 GHz Qualcomm QSD 8250 Snapdragon ARM;Germany;unknown;Android
406567;1;4096;512;0;7.1.0-RC1;2.6.37;smartphone;Qualcomm QSD8250 Snapdragon;United Kingdom;unknown;CyanogenMod
482726;1;8192;512;0;4.1.2;2.6.38;smartphone;Qualcomm Snapdragon MSM8650;United States;arm;Android
68381;1;8000;512;0;2.3.5;2.6.32;smartphone;Qualcomm Snapdragon QSD8250;Brazil;unknown;Android
88409;1;0;0;0;2.3.3;2.6.35;smartphone;ARMv7;Finland;unknown;Android
132593;4;\N;\N;\N;4.4.2;3.4.0;smartphone;ARMv7;Brazil;unknown;Android
144110;1;0;192;0;2;2.6.32;smartphone;ARMv5;Greece;unknown;Android
129362;2;16384;1024;0;2.3.3 (Gingerbread);2.6.35;smartphone;ARM Cortex A9 dual-core 1200 MHz (Samsung Exynos 4210);Canada;arm;Android
542660;1;0;0;0;\N;2.6.28;smartphone;1;China;unknown;Maemo
542770;1;0;0;0;5;2.6.28;smartphone;ARM Cortex A8;Germany;unknown;Maemo
36725;1;0;1024;0;2.2.1;2.6.32;smartphone;ARM7;United States;arm;Android
36725;1;0;1024;0;CyanogenMod 7.1;2.6.35;smartphone;z71;United States;unknown;Android
96191;2;3;812;0;2.3.4;2.6.32;smartphone;Nvidia Tegra 2 AP20H;United States;arm;Android
542857;1;4096;576;0;2.3.5;2.6.35;smartphone;Snapdragon QSD8250;Romania;arm;Android
543351;1;21107;512;0;2.3.3/Gingerbread;2.6.35;smartphone;ARMv7 Processor rev2 (v7l);Sweden;unknown;Android
543410;1;4096;512;0;2.2.1;2.6.32;smartphone;ARMv7;Russian Federation;unknown;Android
543458;1;2048;256;0;2.1;2.6.25;smartphone;ARM;Russian Federation;unknown;Android
543392;1;31105;245;786;5;2.6.28;smartphone;ARMv7 Processor rev 3 (v7l);Russian Federation;arm;Maemo
543610;1;0;0;0;\N;2.6.28;smartphone;ARM Cortex A8;Bulgaria;x86;Maemo
369030;1;0;0;0;2.2.1;2.6.32;smartphone;Cortex-A8;Italy;unknown;Android
398409;4;24331960;1746720;0;5.1.1;3.4.0;smartphone;ARMv7 Processor rev 1 (v7l);Australia;arm;Android
364738;1;32000;256;0;5;2.6.28;smartphone;ARMv7 Processor rev 3 (v71);Germany;arm;Maemo
382629;0;38379;240;768;testing/unstable;2.6.28;smartphone;ARMv7 Processor rev 3 (v7l);Australia;arm;Maemo
544507;1;2089;256;96;2.3;2.6.34;smartphone;Qualcomm MSM7227;Ukraine;unknown;Android
440571;1;0;0;0;OS2009;2.6.28;smartphone;TI OMAP 3430 SoC 600 MHz ARM Cortex-A8;United Kingdom;arm;Maemo
440865;1;8192;756;0;2.3.3 Cyanogen Mod 7;2.6.38;smartphone;ARM Cortex A8;Argentina;unknown;Android
544584;2;8745;808;0;2.3.4;2.6.35;smartphone;1.2GHz dual-core Snapdragon;United States;arm;Android
448766;1;4096;405;0;MIUI 1.9.16;2.6.37;smartphone;ARMv7 Processor rev 2 (v7l);Ukraine;arm;Android
449221;1;0;512;0;7.0.1;2.6.37;smartphone;Qualcomm QSD 8250 Snapdragon ARM;Singapore;arm;CyanogenMod
448117;1;32000;239;767;5;2.6.28;smartphone;ARMv7 Processor rev 3 (v7l);Netherlands;unknown;Maemo
438193;1;0;768;0;2.3.3;2.6.35;smartphone;Qualcomm MSM8255;Algeria;unknown;Android
395583;1;29700;256;0;20.2010.36-2;2.6.28;smartphone;ARMv7 rev 3 (v7l);France;unknown;Maemo
223157;2;16000;1024;0;2.3.3  Gingerbread;2.6.35;smartphone;ARM Cortex A9 dual-core 1200 MHz (Samsung Exynos 4210);Belgium;unknown;Android
207792;1;16384;512;0;2.2.1;2.6.32;smartphone;1;United States;arm;Android
307927;1;16000;288;0;2.2;2.6.29;smartphone;ARMV6-compatible;Germany;unknown;Android
455779;1;0;240;768;testing/unstable;2.6.28;smartphone;;Algeria;arm;Maemo
